Symbol,Description,Local Symbol,IPO Date,Category1,Category2,Category3,GICS Sector,ISIN,SEDOL,Market Cap,Currency,Actions
TT:2330,Taiwan Semiconductor Manufacturing Company Limited,2330,1/5/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0002330008,6889106,"16,621,130,219,520",TWD,Analyze
TT:2454,MediaTek Inc,2454,7/25/2001,Global Equity,Common stocks,Emerging markets,Information Technology,TW0002454006,6372480,"1,702,327,222,272",TWD,Analyze
TT:2317,"Hon Hai Precision Industry Co., Ltd",2317,1/3/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0002317005,6438564,"1,413,873,008,640",TWD,Analyze
TT:6505,Formosa Petrochemical Corporation,6505,12/29/2003,Global Equity,Common stocks,Emerging markets,Energy,TW0006505001,6718716,"921,160,253,440",TWD,Analyze
TT:2412,"Chunghwa Telecom Co., Ltd",2412,11/16/2000,Global Equity,Common stocks,Emerging markets,Communication Services,TW0002412004,6287841,"907,621,695,488",TWD,Analyze
TT:2881,"Fubon Financial Holding Co., Ltd",2881,12/21/2001,Global Equity,Common stocks,Emerging markets,Financials,TW0002881000,6411673,"903,748,386,816",TWD,Analyze
TT:2882,"Cathay Financial Holding Co., Ltd",2882,1/5/2000,Global Equity,Common stocks,Emerging markets,Financials,TW0002882008,6425663,"848,096,526,336",TWD,Analyze
TT:2303,United Microelectronics Corporation,2303,1/5/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0002303005,6916628,"777,350,938,624",TWD,Analyze
TT:2308,"Delta Electronics, Inc",2308,2/22/2018,Global Equity,Common stocks,Emerging markets,Information Technology,TW0002308004,6260734,"710,427,213,824",TWD,Analyze
TT:1303,Nan Ya Plastics Corporation,1303,1/5/2000,Global Equity,Common stocks,Emerging markets,Materials,TW0001303006,6621580,"685,222,854,656",TWD,Analyze
TT:2603,Evergreen Marine Corporation (Taiwan) Ltd,2603,1/5/2000,Global Equity,Common stocks,Emerging markets,Industrials,TW0002603008,6324500,"677,228,773,376",TWD,Analyze
TT:1301,Formosa Plastics Corporation,1301,1/5/2000,Global Equity,Common stocks,Emerging markets,Materials,TW0001301000,6348544,"668,402,712,576",TWD,Analyze
TT:2891,"CTBC Financial Holding Co., Ltd",2891,5/20/2002,Global Equity,Common stocks,Emerging markets,Financials,TW0002891009,6527666,"541,041,786,880",TWD,Analyze
TT:2002,China Steel Corp,2002,1/5/2000,Global Equity,Common stocks,Emerging markets,Materials,TW0002002003,6190950,"535,310,401,536",TWD,Analyze
TT:2886,Mega Financial Holding Company Ltd,2886,1/5/2000,Global Equity,Common stocks,Emerging markets,Financials,TW0002886009,6444066,"501,152,612,352",TWD,Analyze
TT:1326,Formosa Chemicals & Fibre Corporation,1326,1/5/2000,Global Equity,Common stocks,Emerging markets,Materials,TW0001326007,6348715,"463,242,362,880",TWD,Analyze
TT:3711,"ASE Technology Holding Co., Ltd",3711,1/4/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0003711008,BFXZDY1,"433,599,905,792",TWD,Analyze
TT:1216,Uni-President Enterprises Corp,1216,1/5/2000,Global Equity,Common stocks,Emerging markets,Consumer Staples,TW0001216000,6700393,"388,081,975,296",TWD,Analyze
TT:2884,"E.SUN Financial Holding Company, Ltd",2884,1/30/2002,Global Equity,Common stocks,Emerging markets,Financials,TW0002884004,6433912,"387,951,132,672",TWD,Analyze
TT:2615,Wan Hai Lines Ltd,2615,1/5/2000,Global Equity,Common stocks,Emerging markets,Industrials,TW0002615002,6932334,"379,440,234,496",TWD,Analyze
TT:2311,"Advanced Semiconductor Engineering, Inc",2311,1/5/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0002311008,6056074,"377,927,368,704",TWD,Analyze
TT:5880,"Taiwan Cooperative Financial Holding Co., Ltd",5880,11/23/2000,Global Equity,Common stocks,Emerging markets,Financials,TW0005880009,B73XCZ3,"367,224,291,328",TWD,Analyze
TT:5871,Chailease Holding Company Limited,5871,2/4/2015,Global Equity,Common stocks,Emerging markets,Financials,KYG202881093,B58J1S8,"366,223,491,072",TWD,Analyze
TT:2382,Quanta Computer Inc,2382,1/5/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0002382009,6141011,"358,084,935,680",TWD,Analyze
TT:6415,SILERGY CORP,6415,12/12/2013,Global Equity,Common stocks,Emerging markets,Information Technology,KYG8190F1028,BH4DMW9,"356,690,788,352",TWD,Analyze
TT:2609,Yang Ming Marine Transport Corporation,2609,1/5/2000,Global Equity,Common stocks,Emerging markets,Industrials,TW0002609005,6987583,"345,717,899,264",TWD,Analyze
TT:8046,NAN YA PRINTED CIRCUIT BOARD CORP.,8046,5/27/2004,Global Equity,Common stocks,Emerging markets,Information Technology,TW0008046004,B118753,"332,775,489,536",TWD,Analyze
TT:2207,"Hotai Motor Co.,Ltd",2207,1/5/2000,Global Equity,Common stocks,Emerging markets,Consumer Discretionary,TW0002207008,6417165,"331,530,665,984",TWD,Analyze
TT:2892,"First Financial Holding Co., Ltd",2892,1/6/2003,Global Equity,Common stocks,Emerging markets,Financials,TW0002892007,6580119,"326,697,877,504",TWD,Analyze
TT:2885,"Yuanta Financial Holding Co., Ltd",2885,1/5/2000,Global Equity,Common stocks,Emerging markets,Financials,TW0002885001,6424110,"307,683,098,624",TWD,Analyze
TT:3034,Novatek Microelectronics Corp,3034,8/28/2002,Global Equity,Common stocks,Emerging markets,Information Technology,TW0003034005,6346333,"300,909,199,360",TWD,Analyze
TT:2395,"Advantech Co., Ltd",2395,1/5/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0002395001,6202673,"298,695,491,584",TWD,Analyze
TT:3037,Unimicron Technology Corporation,3037,1/5/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0003037008,6137720,"296,527,265,792",TWD,Analyze
TT:2880,"Hua Nan Financial Holdings Co., Ltd",2880,12/21/2001,Global Equity,Common stocks,Emerging markets,Financials,TW0002880002,6411877,"290,270,183,424",TWD,Analyze
TT:1101,Taiwan Cement Corp,1101,1/5/2000,Global Equity,Common stocks,Emerging markets,Materials,TW0001101004,6869937,"289,828,274,176",TWD,Analyze
TT:3045,"Taiwan Mobile Co., Ltd",3045,8/28/2002,Global Equity,Common stocks,Emerging markets,Communication Services,TW0003045001,6290496,"281,085,640,704",TWD,Analyze
TT:2357,ASUSTeK Computer Inc,2357,1/5/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0002357001,6051046,"279,277,764,608",TWD,Analyze
TT:2912,President Chain Store Corp,2912,1/5/2000,Global Equity,Common stocks,Emerging markets,Consumer Staples,TW0002912003,6704986,"279,137,976,320",TWD,Analyze
TT:2883,China Development Financial Holding Corporation,2883,1/1/2002,Global Equity,Common stocks,Emerging markets,Financials,TW0002883006,6431756,"278,117,842,944",TWD,Analyze
TT:2379,Realtek Semiconductor Corp,2379,1/5/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0002379005,6051422,"277,812,084,736",TWD,Analyze
TT:3008,LARGAN PRECISION LTD,3008,3/12/2002,Global Equity,Common stocks,Emerging markets,Information Technology,TW0003008009,6451668,"277,613,445,120",TWD,Analyze
TT:8454,Momo.Com Inc Common Stock Twd 10,8454,2/27/2014,Global Equity,Common stocks,Emerging markets,Consumer Discretionary,TW0008454000,BJYP111,"260,368,678,912",TWD,Analyze
TT:2327,Yageo Corporation,2327,1/5/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0002327004,6984380,"230,955,974,656",TWD,Analyze
TT:2887,"Taishin Financial Holding Co., Ltd",2887,2/20/2002,Global Equity,Common stocks,Emerging markets,Financials,TW0002887007,6451680,"229,899,403,264",TWD,Analyze
TT:2408,Nanya Technology Corporation,2408,8/21/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0002408002,6283601,"223,904,448,512",TWD,Analyze
TT:5876,Shanghai Commercial Ltd,5876,9/25/2014,Global Equity,Common stocks,Emerging markets,Financials,TW0005876007,B7LV1N0,"212,559,429,632",TWD,Analyze
TT:4904,"Far EasTone Telecommunications Co., Ltd",4904,8/25/2005,Global Equity,Common stocks,Emerging markets,Communication Services,TW0004904008,6421854,"211,802,505,216",TWD,Analyze
TT:9910,"Feng Tay Enterprises Co., Ltd",9910,1/5/2000,Global Equity,Common stocks,Emerging markets,Consumer Discretionary,TW0009910000,6336055,"202,786,635,776",TWD,Analyze
TT:2409,AU Optronics Corp,2409,9/12/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0002409000,6288190,"201,928,065,024",TWD,Analyze
TT:1590,AirTAC International Group,1590,12/12/2010,Global Equity,Common stocks,Emerging markets,Industrials,KYG014081064,B52J816,"189,400,006,656",TWD,Analyze
TT:3481,Innolux Corporation,3481,10/25/2006,Global Equity,Common stocks,Emerging markets,Information Technology,TW0003481008,B0CC0M5,"189,016,834,048",TWD,Analyze
TT:4938,Pegatron Corporation,4938,1/4/2015,Global Equity,Common stocks,Emerging markets,Information Technology,TW0004938006,B4PLX17,"187,906,752,512",TWD,Analyze
TT:2890,SinoPac Financial Holdings Company Limited,2890,1/5/2000,Global Equity,Common stocks,Emerging markets,Financials,TW0002890001,6525875,"185,973,161,984",TWD,Analyze
TT:2801,"Chang Hwa Commercial Bank, Ltd",2801,1/5/2000,Global Equity,Common stocks,Emerging markets,Financials,TW0002801008,6187855,"185,648,218,112",TWD,Analyze
TT:6669,Wiwynn Corp.,6669,2/25/2020,Global Equity,Common stocks,Emerging markets,Information Technology,TW0006669005,BF4QXG5,"177,463,607,296",TWD,Analyze
TT:1476,Eclat Textile Corporation Ltd,1476,4/19/2001,Global Equity,Common stocks,Emerging markets,Consumer Discretionary,TW0001476000,6345783,"164,894,572,544",TWD,Analyze
TT:2633,Taiwan High Speed Rail Corporation,2633,12/31/2007,Global Equity,Common stocks,Emerging markets,Industrials,TW0002633005,B04BGQ6,"160,687,669,248",TWD,Analyze
TT:2325,"Siliconware Precision Industries Co., Ltd",2325,1/5/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0002325008,6808877,"159,578,996,736",TWD,Analyze
TT:2888,"Shin Kong Financial Holding Co., Ltd",2888,2/21/2002,Global Equity,Common stocks,Emerging markets,Financials,TW0002888005,6452586,"157,028,483,072",TWD,Analyze
TT:1402,Far Eastern New Century Corporation,1402,1/5/2000,Global Equity,Common stocks,Emerging markets,Industrials,TW0001402006,6331470,"154,140,475,392",TWD,Analyze
TT:1102,Asia Cement Corporation,1102,1/5/2000,Global Equity,Common stocks,Emerging markets,Materials,TW0001102002,6056331,"153,349,668,864",TWD,Analyze
TT:2823,"China Life Insurance Co., Ltd",2823,1/5/2000,Global Equity,Common stocks,Emerging markets,Financials,TW0002823002,6199816,"150,325,854,208",TWD,Analyze
TT:2345,Accton Technology Corporation,2345,1/5/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0002345006,6005214,"146,937,348,096",TWD,Analyze
TT:2301,Lite-On Technology Corporation,2301,1/5/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0002301009,6519481,"145,462,771,712",TWD,Analyze
TT:9945,"Ruentex Development Co.,Ltd",9945,5/30/2006,Global Equity,Common stocks,Emerging markets,Real Estate,TW0009945006,6748423,"137,786,687,488",TWD,Analyze
TT:2610,"China Airlines, Ltd",2610,1/5/2000,Global Equity,Common stocks,Emerging markets,Industrials,TW0002610003,6189657,"137,434,923,008",TWD,Analyze
TT:6781,Advanced Energy Solution Holding Co. Ltd.,6781,3/22/2021,Global Equity,Common stocks,Emerging markets,Industrials,,BMXC4S2,"135,389,118,464",TWD,Analyze
TT:2618,EVA Airways Corp,2618,1/5/2000,Global Equity,Common stocks,Emerging markets,Industrials,TW0002618006,6186023,"133,088,182,272",TWD,Analyze
TT:6409,VOLTRONIC POWER TECHNOLOGY CORP,6409,3/12/2013,Global Equity,Common stocks,Emerging markets,Industrials,TW0006409006,B96HCH8,"132,439,785,472",TWD,Analyze
TT:2377,"Micro-Star International Co., Ltd",2377,1/5/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0002377009,6133450,"131,797,532,672",TWD,Analyze
TT:2344,Winbond Electronics Corporation,2344,1/5/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0002344009,6966515,"119,399,997,440",TWD,Analyze
TT:9921,"Giant Manufacturing Co., Ltd",9921,1/5/2000,Global Equity,Common stocks,Emerging markets,Consumer Discretionary,TW0009921007,6372167,"119,083,130,880",TWD,Analyze
TT:2474,"Catcher Technology Co., Ltd",2474,1/5/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0002474004,6186669,"117,740,183,552",TWD,Analyze
TT:2105,"Cheng Shin Rubber Ind. Co., Ltd",2105,1/5/2000,Global Equity,Common stocks,Emerging markets,Consumer Discretionary,TW0002105004,6190228,"114,908,340,224",TWD,Analyze
TT:2347,Synnex Technology International Corporation,2347,1/5/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0002347002,6868439,"114,254,569,472",TWD,Analyze
TT:5269,ASMedia Technology Inc,5269,12/11/2012,Global Equity,Common stocks,Emerging markets,Information Technology,TW0005269005,B6ZZQ69,"113,863,606,272",TWD,Analyze
TT:8464,"Nien Made Enterprise Co., LTD",8464,12/31/2007,Global Equity,Common stocks,Emerging markets,Consumer Discretionary,TW0008464009,BSZLN15,"113,545,248,768",TWD,Analyze
TT:2324,"Compal Electronics, Inc",2324,1/5/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0002324001,6225744,"110,235,394,048",TWD,Analyze
TT:3532,Formosa Sumco Technology Corporation,3532,12/11/2007,Global Equity,Common stocks,Emerging markets,Information Technology,TW0003532008,B1HKJZ7,"103,555,416,064",TWD,Analyze
TT:9904,Pou Chen Corporation,9904,1/5/2000,Global Equity,Common stocks,Emerging markets,Consumer Discretionary,TW0009904003,6696157,"96,654,704,640",TWD,Analyze
TT:3189,Kinsus Interconnect Technology Corp,3189,11/2/2004,Global Equity,Common stocks,Emerging markets,Information Technology,TW0003189007,6687872,"95,804,350,464",TWD,Analyze
TT:2049,Hiwin Technologies Corp,2049,1/2/2008,Global Equity,Common stocks,Emerging markets,Industrials,TW0002049004,B1YMYT5,"94,740,176,896",TWD,Analyze
TT:4958,Zhen Ding Technology Holding Limited,4958,12/25/2011,Global Equity,Common stocks,Emerging markets,Information Technology,KYG989221000,B734XQ4,"92,605,693,952",TWD,Analyze
TT:3702,WPG Holdings Limited,3702,1/5/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0003702007,B0P6L87,"91,172,954,112",TWD,Analyze
TT:2383,ELITE MATERIAL CO. LTD.,2383,1/5/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0002383007,6316121,"90,886,619,136",TWD,Analyze
TT:1605,Walsin Lihwa Corporation,1605,1/5/2000,Global Equity,Common stocks,Emerging markets,Industrials,TW0001605004,6936574,"90,415,546,368",TWD,Analyze
TT:2356,Inventec Corporation,2356,11/23/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0002356003,6459930,"90,225,123,328",TWD,Analyze
TT:2360,Chroma ATE Inc,2360,1/5/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0002360005,6212100,"89,422,938,112",TWD,Analyze
TT:2376,"Gigabyte Technology Co.,Ltd",2376,1/5/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0002376001,6129181,"89,209,151,488",TWD,Analyze
TT:9914,"Merida Industry Co.,Ltd",9914,1/29/2007,Global Equity,Common stocks,Emerging markets,Consumer Discretionary,TW0009914002,6584445,"88,648,753,152",TWD,Analyze
TT:2353,Acer Incorporated,2353,1/5/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0002353000,6005850,"88,532,746,240",TWD,Analyze
TT:3231,Wistron Corporation,3231,8/20/2003,Global Equity,Common stocks,Emerging markets,Information Technology,TW0003231007,6672481,"88,178,876,416",TWD,Analyze
TT:2354,"Foxconn Technology Co., Ltd",2354,1/5/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0002354008,6801779,"87,697,760,256",TWD,Analyze
TT:2027,"Ta Chen Stainless Pipe Co., Ltd",2027,1/5/2000,Global Equity,Common stocks,Emerging markets,Materials,TW0002027000,6873109,"85,650,317,312",TWD,Analyze
TT:3533,"LOTES Co., Ltd",3533,12/11/2007,Global Equity,Common stocks,Emerging markets,Information Technology,TW0003533006,B1GJFG8,"80,649,256,960",TWD,Analyze
TT:2834,"Taiwan Business Bank, Ltd",2834,1/5/2000,Global Equity,Common stocks,Emerging markets,Financials,TW0002834009,6098816,"80,142,123,008",TWD,Analyze
TT:1229,Lien Hwa Industrial Corporation,1229,1/5/2000,Global Equity,Common stocks,Emerging markets,Consumer Staples,TW0001229003,6515144,"78,090,682,368",TWD,Analyze
TT:2492,Walsin Technology Corporation,2492,1/5/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0002492006,6089694,"76,114,231,296",TWD,Analyze
TT:6239,Powertech Technology Inc,6239,11/9/2004,Global Equity,Common stocks,Emerging markets,Information Technology,TW0006239007,6599676,"75,134,705,664",TWD,Analyze
TT:2227,"Yulon Nissan Motor Co., Ltd",2227,9/20/2006,Global Equity,Common stocks,Emerging markets,Consumer Discretionary,TW0002227006,B04G7V3,"73,500,000,256",TWD,Analyze
TT:2337,"Macronix International Co., Ltd",2337,1/5/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0002337003,6574101,"72,958,435,328",TWD,Analyze
TT:1802,Taiwan Glass Ind. Corp,1802,1/5/2000,Global Equity,Common stocks,Emerging markets,Industrials,TW0001802007,6870865,"70,811,262,976",TWD,Analyze
TT:3036,WT MICROELECTRONICS CO. LTD.,3036,8/28/2002,Global Equity,Common stocks,Emerging markets,Information Technology,TW0003036000,6290991,"70,634,799,104",TWD,Analyze
TT:2371,"Tatung Co., Ltd",2371,1/5/2000,Global Equity,Common stocks,Emerging markets,Consumer Discretionary,TW0002371002,6875677,"69,001,019,392",TWD,Analyze
TT:2915,Ruentex Industries Limited,2915,5/30/2006,Global Equity,Common stocks,Emerging markets,Consumer Discretionary,TW0002915006,6758422,"67,051,470,848",TWD,Analyze
TT:3044,Tripod Technology Corporation,3044,8/28/2002,Global Equity,Common stocks,Emerging markets,Information Technology,TW0003044004,6305721,"67,014,766,592",TWD,Analyze
TT:9941,Yulon Finance Corporation,9941,1/5/2000,Global Equity,Common stocks,Emerging markets,Financials,TW0009941005,6201465,"66,875,547,648",TWD,Analyze
TT:1722,TAIWAN FERTILIZER CO. LTD.,1722,1/5/2000,Global Equity,Common stocks,Emerging markets,Materials,TW0001722007,6109439,"66,542,002,176",TWD,Analyze
TT:3661,Alchip Technologies Ltd.,3661,10/5/2012,Global Equity,Common stocks,Emerging markets,Information Technology,KYG022421088,B4TPSL0,"65,330,270,208",TWD,Analyze
TT:3443,Global UniChip Corp,3443,11/6/2006,Global Equity,Common stocks,Emerging markets,Information Technology,TW0003443008,B056381,"65,196,351,488",TWD,Analyze
TT:3023,"SINBON Electronics Co., Ltd",3023,8/28/2002,Global Equity,Common stocks,Emerging markets,Information Technology,TW0003023008,6349354,"64,394,387,456",TWD,Analyze
TT:1504,"TECO Electric & Machinery Co., Ltd",1504,1/5/2000,Global Equity,Common stocks,Emerging markets,Industrials,TW0001504009,6879851,"64,122,109,952",TWD,Analyze
TT:2385,"Chicony Electronics Co., Ltd",2385,1/5/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0002385002,6140579,"63,926,079,488",TWD,Analyze
TT:3714,Ennostar Inc,3714,1/6/2021,Global Equity,Common stocks,Emerging markets,Information Technology,TW0003714002,BK80TL5,"62,261,059,584",TWD,Analyze
TT:2352,Qisda Corporation,2352,1/5/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0002352002,6054465,"60,085,129,216",TWD,Analyze
TT:6531,AP Mem Tech Rg,6531,6/12/2015,Global Equity,Common stocks,Emerging markets,Information Technology,TW0006531007,BWY5316,"60,006,821,888",TWD,Analyze
TT:2812,"Taichung Commercial Bank Co., Ltd",2812,1/5/2000,Global Equity,Common stocks,Emerging markets,Financials,TW0002812005,6869971,"59,908,464,640",TWD,Analyze
TT:2542,Highwealth Construction Corp,2542,1/5/2000,Global Equity,Common stocks,Emerging markets,Real Estate,TW0002542008,6154075,"59,008,315,392",TWD,Analyze
TT:1477,"Makalot Industrial Co., Ltd",1477,1/23/2003,Global Equity,Common stocks,Emerging markets,Consumer Discretionary,TW0001477008,6580432,"58,045,677,568",TWD,Analyze
TT:2637,"Wisdom Marine Lines Co., Limited",2637,11/30/2010,Global Equity,Common stocks,Emerging markets,Industrials,KYG9721M1033,B429W95,"57,846,697,984",TWD,Analyze
TT:2498,HTC Corporation,2498,3/27/2002,Global Equity,Common stocks,Emerging markets,Information Technology,TW0002498003,6510536,"56,624,545,792",TWD,Analyze
TT:2449,"King Yuan ELECTRONICS CO., LTD",2449,5/11/2001,Global Equity,Common stocks,Emerging markets,Information Technology,TW0002449006,6352493,"56,368,312,320",TWD,Analyze
TT:4919,Nuvoton Technology Corporation,4919,9/26/2010,Global Equity,Common stocks,Emerging markets,Information Technology,TW0004919006,B3M1XS0,"56,323,346,432",TWD,Analyze
TT:1907,YFY Inc,1907,1/5/2000,Global Equity,Common stocks,Emerging markets,Materials,TW0001907004,6988616,"56,286,547,968",TWD,Analyze
TT:2014,Chung Hung Steel Corporation,2014,1/5/2000,Global Equity,Common stocks,Emerging markets,Materials,TW0002014008,6987602,"54,765,850,624",TWD,Analyze
TT:6592,Hotai Finance Corp,6592,10/15/2018,Global Equity,Common stocks,Emerging markets,Financials,TW0006592009,BYQKH22,"54,332,502,016",TWD,Analyze
TT:3035,Faraday Technology Corporation,3035,1/5/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0003035002,6186045,"53,686,800,384",TWD,Analyze
TT:3406,"Genius Electronic Optical Co., Ltd",3406,2/22/2018,Global Equity,Common stocks,Emerging markets,Information Technology,TW0003406005,B059SR4,"52,307,734,528",TWD,Analyze
TT:2313,"Compeq Manufacturing Co., Ltd",2313,1/5/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0002313004,6215273,"51,963,351,040",TWD,Analyze
TT:6116,HannStar Display Corporation,6116,9/7/2004,Global Equity,Common stocks,Emerging markets,Information Technology,TW0006116007,6381828,"49,323,151,360",TWD,Analyze
TT:2006,Tung Ho Steel Enterprise Corporation,2006,1/5/2000,Global Equity,Common stocks,Emerging markets,Materials,TW0002006004,6907310,"49,289,445,376",TWD,Analyze
TT:5522,"Farglory Land Development CO., LTD",5522,1/5/2000,Global Equity,Common stocks,Emerging markets,Real Estate,TW0005522007,6203687,"48,771,592,192",TWD,Analyze
TT:1434,FORMOSA TAFFETA CO. LTD.,1434,1/5/2000,Global Equity,Common stocks,Emerging markets,Consumer Discretionary,TW0001434009,6348588,"48,371,011,584",TWD,Analyze
TT:6176,Radiant Opto-Electronics Corporation,6176,5/16/2007,Global Equity,Common stocks,Emerging markets,Information Technology,TW0006176001,6520278,"48,362,807,296",TWD,Analyze
TT:2889,WATERLAND FINANCIAL LTD,2889,3/27/2002,Global Equity,Common stocks,Emerging markets,Financials,TW0002889003,6518392,"48,098,914,304",TWD,Analyze
TT:2015,"Feng Hsin Steel Co.,Ltd",2015,1/5/2000,Global Equity,Common stocks,Emerging markets,Materials,TW0002015005,6335030,"47,807,434,752",TWD,Analyze
TT:1314,China Petrochemical Development Corporation,1314,1/5/2000,Global Equity,Common stocks,Emerging markets,Materials,TW0001314003,6206084,"47,499,866,112",TWD,Analyze
TT:1227,Standard Foods Corporation,1227,1/5/2000,Global Equity,Common stocks,Emerging markets,Consumer Staples,TW0001227007,6853554,"47,056,154,624",TWD,Analyze
TT:3653,"Jentech Precision Industrial Co., Ltd",3653,4/6/2010,Global Equity,Common stocks,Emerging markets,Information Technology,TW0003653002,B3FJBY3,"46,925,570,048",TWD,Analyze
TT:2838,Union Bank of Taiwan,2838,1/5/2000,Global Equity,Common stocks,Emerging markets,Financials,TW0002838000,6923372,"46,627,360,768",TWD,Analyze
TT:1717,"Eternal Materials Co., Ltd",1717,1/5/2000,Global Equity,Common stocks,Emerging markets,Materials,TW0001717007,6318514,"46,572,515,328",TWD,Analyze
TT:2606,U-Ming Marine Transport Corporation,2606,1/5/2000,Global Equity,Common stocks,Emerging markets,Industrials,TW0002606001,6911377,"46,309,068,800",TWD,Analyze
TT:2458,ELAN MICROELECTRONICS CORP.,2458,4/14/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0002458007,6241513,"46,102,769,664",TWD,Analyze
TT:6271,"Tong Hsing Electronic Industries, Ltd",6271,11/19/2007,Global Equity,Common stocks,Emerging markets,Information Technology,TW0006271000,B1L8PB5,"45,838,602,240",TWD,Analyze
TT:1704,LCY Chemical Corp,1704,1/5/2000,Global Equity,Common stocks,Emerging markets,Materials,TW0001704005,6509255,"45,368,799,232",TWD,Analyze
TT:2809,"King's Town Bank Co., Ltd",2809,1/5/2000,Global Equity,Common stocks,Emerging markets,Banks,TW0002809001,6575159,"45,297,692,672",TWD,Analyze
TT:9917,"Taiwan Secom Co., Ltd",9917,1/5/2000,Global Equity,Common stocks,Emerging markets,Industrials,TW0009917005,6877811,"44,753,686,528",TWD,Analyze
TT:2448,EPISTAR Corporation,2448,1/5/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0002448008,6354154,"44,643,274,752",TWD,Analyze
TT:2059,"King Slide Works Co., Ltd",2059,6/26/2008,Global Equity,Common stocks,Emerging markets,Industrials,TW0002059003,B01H720,"43,503,079,424",TWD,Analyze
TT:6213,ITEQ Corporation,6213,1/22/2008,Global Equity,Common stocks,Emerging markets,Information Technology,TW0006213002,6571492,"43,450,888,192",TWD,Analyze
TT:2368,Gold Circuit Electronics Ltd,2368,1/5/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0002368008,6107585,"43,152,969,728",TWD,Analyze
TT:2441,Greatek Electronics Inc,2441,10/31/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0002441003,6293989,"42,435,911,680",TWD,Analyze
TT:2023,"Yieh Phui Enterprise Co., Ltd",2023,1/5/2000,Global Equity,Common stocks,Emerging markets,Materials,TW0002023009,6987668,"42,348,765,184",TWD,Analyze
TT:1210,"Great Wall Enterprise Co., Ltd",1210,1/5/2000,Global Equity,Common stocks,Emerging markets,Consumer Staples,TW0001210003,6384344,"42,043,760,640",TWD,Analyze
TT:2201,"Yulon Motor Co.,Ltd",2201,1/5/2000,Global Equity,Common stocks,Emerging markets,Consumer Discretionary,TW0002201001,6988597,"41,038,757,888",TWD,Analyze
TT:2108,"NANTEX Industry Co., Ltd",2108,1/5/2000,Global Equity,Common stocks,Emerging markets,Materials,TW0002108008,6621267,"40,919,851,008",TWD,Analyze
TT:1440,"Tainan Spinning Co., Ltd",1440,1/5/2000,Global Equity,Common stocks,Emerging markets,Consumer Discretionary,TW0001440006,6871824,"39,929,360,384",TWD,Analyze
TT:3706,MiTAC Holdings Corporation,3706,1/5/2000,Global Equity,Common stocks,Emerging markets,Information Technology,TW0003706008,BDRZRW9,"39,739,736,064",TWD,Analyze
TT:2845,Far Eastern International Bank Ltd,2845,1/5/2000,Global Equity,Common stocks,Emerging markets,Financials,TW0002845005,6328450,"39,356,350,464",TWD,Analyze
TT:4961,Fitipower Integrated Technology In,4961,9/2/2010,Global Equity,Common stocks,Emerging markets,Information Technology,TW0004961008,B61YST7,"39,058,210,816",TWD,Analyze
TT:6278,Taiwan Surface Mounting Technology Corp,6278,1/2/2008,Global Equity,Common stocks,Emerging markets,Information Technology,TW0006278005,6740140,"38,742,736,896",TWD,Analyze
TT:1904,Cheng Loong Corporation,1904,1/5/2000,Global Equity,Common stocks,Emerging markets,Materials,TW0001904001,6190239,"38,401,556,480",TWD,Analyze
